epoch,learning_rate,train_ADE_world,train_FDE_world,valid_ADE_world,valid_FDE_world,goal_BCE_loss,traj_MSE_loss
1,9.900000000000001e-05,0.1663741201115538,0.2692978955186874,0,0,0.713465823250797,0.10693194247826404
2,9.801e-05,0.16312158069662264,0.27255181137752155,0,0,0.7134646544814581,0.0981842310134719
3,9.70299e-05,0.16328770738637927,0.27520692442716815,0,0,0.713465179143687,0.09589815549294763
4,9.605960100000001e-05,0.16330035504739937,0.2713272506776063,0,0,0.7134660032426887,0.09777403292485436
5,9.509900499000001e-05,0.16363885168304396,0.26957669795266254,0,0,0.713463053401751,0.09989716133780101
6,9.414801494010001e-05,0.1634206098686885,0.26898367968001385,0,0,0.7134648099718358,0.09765981646114777
7,9.320653479069902e-05,0.1621737616838672,0.26824224584187445,0,0,0.7134653042427636,0.0940532800023676
8,9.227446944279203e-05,0.16502078007064272,0.2648784869862168,0,0,0.7134642911993939,0.10211482903415801
9,9.13517247483641e-05,0.16608746823054463,0.2738019847587163,0,0,0.7134653942387095,0.10544891773608951
10,9.043820750088047e-05,0.16430722769705494,0.2753177096132233,0,0,0.713462422958947,0.10125657040699433
11,8.953382542587167e-05,0.16152792942976982,0.2656181195507879,0,0,0.7134671237157739,0.09333964912662569
12,8.863848717161295e-05,0.16604330108674178,0.2756042923969714,0,0,0.7134660915894941,0.10451855934537918
13,8.775210229989682e-05,0.16362607778522686,0.27182436634311563,0,0,0.7134640864703966,0.09909514778775895
14,8.687458127689785e-05,0.1645729515533052,0.27217690976476483,0,0,0.7134654514874395,0.104024090469178
15,8.600583546412887e-05,0.16356080527974284,0.2719429961659692,0,0,0.7134647136149199,0.09966774280790401
16,8.514577710948758e-05,0.16350373360117776,0.2707864889808794,0,0,0.7134654788160513,0.09832115071961885
17,8.429431933839271e-05,0.16035165754076675,0.2652982076401767,0,0,0.7134650903256986,0.08904833280897365
18,8.345137614500879e-05,0.16409756634571593,0.27049671661241254,0,0,0.7134648535562598,0.09937119931755624
19,8.26168623835587e-05,0.1636254688481515,0.27374450715163007,0,0,0.7134654213317299,0.0995792380898543
20,8.17906937597231e-05,0.16600214516435136,0.26667580903754406,0,0,0.7134649951467401,0.10464005450913204
21,8.097278682212587e-05,0.1617978914327283,0.26880786270492163,0,0,0.7134628496151196,0.09309065277898029
22,8.016305895390461e-05,0.1611667702704593,0.2695213523895844,0,0,0.7134641606817133,0.09252606989565515
23,7.936142836436556e-05,0.16273715670534114,0.2657112058090127,0,0,0.7134668454822344,0.09544475896011581
24,7.856781408072191e-05,0.16326011901150397,0.27015409100314847,0,0,0.7134648003125851,0.09868829207597926
25,7.778213593991469e-05,0.16361439532352304,0.26669588849949744,0,0,0.7134622137537115,0.101661452522921
26,7.700431458051554e-05,0.1643537356513529,0.269305969886629,0,0,0.713464870754438,0.09992751053795808
27,7.623427143471038e-05,0.1613769376444532,0.26894976304689416,0,0,0.7134685737813414,0.09154596174938287
28,7.547192872036328e-05,0.16411474600303264,0.2729568113333623,0,0,0.7134652844530792,0.09969503024460476
29,7.471720943315964e-05,0.16322326427278805,0.2682232586998242,0,0,0.7134638402772986,0.09739977328047864
30,7.397003733882805e-05,0.16313127990737183,0.2740749047678921,0,0,0.7134632060650309,0.09730001457271133
31,7.323033696543977e-05,0.1638520980375496,0.2740910823048339,0,0,0.7134631773228702,0.0983766788256027
32,7.249803359578537e-05,0.161423007476532,0.26870683577692084,0,0,0.7134656251183612,0.09108579035833654
33,7.177305325982752e-05,0.1645597283162139,0.26989444713347516,0,0,0.7134654592619583,0.10217475958661776
34,7.105532272722923e-05,0.16400021547404814,0.270635664109656,0,0,0.713464372007272,0.10427767720088187
35,7.034476949995695e-05,0.16296153653450499,0.2725840735694636,0,0,0.7134639147242068,0.09622579371637624
36,6.964132180495738e-05,0.16385697185731113,0.2718603704051067,0,0,0.713465393531935,0.1004746621327379
37,6.89449085869078e-05,0.1631278690493586,0.2703936988774967,0,0,0.7134660647320653,0.09667309285270367
38,6.825545950103872e-05,0.1628662726500226,0.27152071480930084,0,0,0.7134640829365244,0.09466117677525451
39,6.757290490602833e-05,0.16305470722236076,0.27198096653336123,0,0,0.7134676695812361,0.10115959460335404
40,6.689717585696805e-05,0.16231668374721128,0.2669371027249121,0,0,0.7134644130001897,0.09475667804310267
41,6.622820409839837e-05,0.16153705133471508,0.2698767111588844,0,0,0.7134660348119471,0.09219148327327764
42,6.556592205741439e-05,0.16301738840981794,0.2701624032301394,0,0,0.7134630324341091,0.0974788126671915
43,6.491026283684025e-05,0.16362263657826576,0.26630149027811206,0,0,0.7134660369322705,0.09823703355792718
44,6.426116020847184e-05,0.16442468236364313,0.2769229438582899,0,0,0.7134652356856426,0.10239223762242337
45,6.361854860638712e-05,0.16591143486506527,0.266227640299929,0,0,0.7134667309847745,0.1065724996551724
46,6.298236312032325e-05,0.1653569218604334,0.27231784270921716,0,0,0.7134615361926113,0.10385958594178023
47,6.235253948912002e-05,0.16386764593628333,0.2699126236052381,0,0,0.7134646337494077,0.100409805390012
48,6.172901409422881e-05,0.16015172876211717,0.2719018469921685,0,0,0.7134624863330554,0.09128404849691117
49,6.111172395328652e-05,0.1623773682094998,0.26677202736671735,0,0,0.7134662385985785,0.09485546182362517
50,6.050060671375366e-05,0.16475919484811363,0.270402198075777,0,0,0.7134646997150225,0.10226629572099612
51,5.9895600646616125e-05,0.16090439981289545,0.2688125691748419,0,0,0.713466227054596,0.09331643818270254
52,5.9296644640149966e-05,0.1626205408758479,0.27447340522594604,0,0,0.7134668636227784,0.09532169955911432
53,5.8703678193748465e-05,0.16339024915242914,0.2673089338149949,0,0,0.7134653633762255,0.09759004080388327
54,5.811664141181098e-05,0.16343214965645392,0.2752571247900899,0,0,0.7134637031630565,0.10165048459095681
55,5.753547499769287e-05,0.16231891844777305,0.2715515004905316,0,0,0.7134627645665949,0.09211094538302055
56,5.696012024771594e-05,0.16506816146230727,0.27916902928013104,0,0,0.7134640197980074,0.10917357299587295
57,5.639051904523878e-05,0.16397711479446697,0.27379049655241455,0,0,0.713463810121589,0.1013499004858373
58,5.5826613854786396e-05,0.16724647447916133,0.2710273095034799,0,0,0.713463268732365,0.1107112940938282
59,5.5268347716238534e-05,0.15941342766111222,0.2674255591371785,0,0,0.7134650703004226,0.0866294536526083
60,5.471566423907615e-05,0.16588525516098018,0.27159785579433554,0,0,0.7134662937269851,0.10489189199249264
61,5.416850759668539e-05,0.16093718501360124,0.2699939079376549,0,0,0.713463905064956,0.09248037025398712
62,5.362682252071853e-05,0.16137479255865117,0.26923925838922796,0,0,0.7134663330707626,0.09380796271571411
63,5.309055429551135e-05,0.1626655307153811,0.27648621720994415,0,0,0.7134632310377279,0.09689877713062311
64,5.2559648752556236e-05,0.16138114471681153,0.2672034184569898,0,0,0.7134652107129456,0.09094497211564612
65,5.203405226503067e-05,0.16329823984722397,0.26804135851709265,0,0,0.713464896198318,0.097308364028678
66,5.1513711742380364e-05,0.16514306591177855,0.2715738722575983,0,0,0.7134670758907031,0.10415006336929063
67,5.099857462495656e-05,0.1664946652087734,0.27013472461771115,0,0,0.71346287034717,0.10729977642204391
68,5.0488588878706996e-05,0.16331539054181257,0.27224175947103574,0,0,0.7134637142358561,0.09879350017299765
69,4.9983702989919924e-05,0.16419546132972793,0.26549081775275146,0,0,0.7134667983639381,0.09882371702964009
70,4.9483865960020725e-05,0.16094907828742386,0.2710472440177744,0,0,0.713466421888751,0.09301831666196111
71,4.898902730042052e-05,0.1622319256222278,0.2713176921422302,0,0,0.7134660824014264,0.09260189433291319
72,4.8499137027416314e-05,0.16525087860979176,0.27177950256898,0,0,0.7134668850616033,0.10296682990616254
73,4.801414565714215e-05,0.16293432517491993,0.26813116734442505,0,0,0.71346405678587,0.09671644199264084
74,4.753400420057073e-05,0.1684195120542792,0.2698966327745453,0,0,0.713464818924312,0.11266577185275173
